"taxon","lfc_diet2","lfc_diet2:visit2","se_diet2","se_diet2:visit2","W_diet2","W_diet2:visit2","p_diet2","p_diet2:visit2","q_diet2","q_diet2:visit2","diff_diet2","diff_diet2:visit2","passed_ss_diet2","passed_ss_diet2:visit2"
"Bacteroides_salyersiae",-0.592288356582701,0.482477804453536,1.46023809195265,0.690261432091246,-0.405610810899121,0.698978360983897,0.692540943188337,0.501210628960643,0.999738393308721,0.976545662573901,FALSE,FALSE,TRUE,TRUE
"Bacteroides_SGB15210",1.3127455051984,0.957953286619066,0.744665486086636,0.959052134535064,1.76286605157054,0.998854235472266,0.0899576595051297,0.336204408585662,0.999738393308721,0.972454017407108,FALSE,FALSE,FALSE,TRUE
"Bacteroides_stercoris",0.725299841924867,-0.389272341167533,0.660305810477995,0.598060336853363,1.09843019766829,-0.650891418774988,0.282695781565276,0.524137687779091,0.999738393308721,0.976545662573901,FALSE,FALSE,FALSE,TRUE
"Bacteroides_thetaiotaomicron",0.142461919609173,0.250769412288555,0.521018612870173,0.470248299596109,0.273429616697152,0.533270215977257,0.785318746686222,0.596383640269543,0.999738393308721,0.976545662573901,FALSE,FALSE,TRUE,TRUE
"Bacteroides_uniformis",-0.118759260230262,0.0290362975139667,0.404021002083661,0.395714526039573,-0.293943284180237,0.0733768805622844,0.769384158859629,0.941744026937073,0.999738393308721,0.992497590260549,FALSE,FALSE,TRUE,TRUE
"Bacteroides_xylanisolvens",-0.0016851511230955,0.177471626215689,0.682629360220289,0.436224344396478,-0.00246861799579158,0.406835676402297,0.998041044593426,0.68657760191308,0.999738393308721,0.976545662573901,FALSE,FALSE,TRUE,TRUE
"Barnesiella_intestinihominis",-0.159393315613186,0.179834190900877,0.457075524626722,0.429930606152329,-0.348724241455189,0.41828655212595,0.72827569704012,0.677606243141488,0.999738393308721,0.976545662573901,FALSE,FALSE,TRUE,TRUE
"Bifidobacterium_adolescentis",0.277337468153222,-0.668159012640045,0.559676689363613,0.586598247153088,0.495531569250403,-1.13904024753363,0.621532841766693,0.26028819263003,0.999738393308721,0.972454017407108,FALSE,FALSE,TRUE,TRUE
"Bifidobacterium_animalis",0.203503030492189,-0.726904289535529,0.838248847102353,1.12342649151311,0.242771619902199,-0.647042147418547,0.809021070852331,0.52203441188062,0.999738393308721,0.976545662573901,FALSE,FALSE,TRUE,TRUE
"Bifidobacterium_bifidum",0.0736801812900896,0.468481574062036,1.28587368123108,1.74533443170946,0.0572997039799034,0.268419373130217,0.954938711398599,0.794427689019053,0.999738393308721,0.992497590260549,FALSE,FALSE,FALSE,TRUE
"Bifidobacterium_catenulatum",2.06549245126679,-1.66524540878222,1.7451696417784,3.12887872611039,1.18354823612561,-0.532217945964412,0.263773249562591,0.604668235394458,0.999738393308721,0.976545662573901,FALSE,FALSE,FALSE,TRUE
