clade_name	AE1332	AE2332	AH1343	AH2343	AK1351	AK1371	AK2351	AK2371	AM1310	AM1314	AM2310	AM2314	AN1355	AN2355	AP1348	AP2348	AS1315	AS2315	AT1302	AT2302	EH1307	EH2307	EK1349	EK2349	EP1341	EP2341	ET1331	ET2331	HK1340	HL1333	HL2333	HN1327	HN2327	HP1337	HP2337	HT1321	HT2321	IM1354	IM2354	JA1369	JA2369	JE1361	JE2361	JH1373	JH2373	JK1312	JK2312	JL1316	JL2316	JM1360	JM2360	JP1303	JP2303	JS1364	JS2364	JV1357	JV2357	KH1326	KH2326	KK1350	KK1376	KK2350	KK2376	KL1367	KL2367	KM1329	KM2329	LK1306	LK2306	LT1311	LT2311	MK1305	MK1353	MK2305	MK2353	ML1319	ML1375	ML2319	ML2375	MM1317	MM1328	MM2317	MM2328	MO1363	MO2363	MR1322	MR1334	MR2322	MR2334	MS1330	MS1370	MS2330	MS2370	MV1301	MV2301	NK1335	NK2335	PH1308	PH1339	PH1359	PH2308	PH2339	PH2359	PK1313	PK1324	PK2313	PK2324	PP1368	PT1325	PT2325	RA1309	RA2309	RK1372	RK2372	RS1345	RS1366	RS2345	RS2366	SH1365	SH2365	SK1377	SK2377	SN1320	SN2320	SO1346	SO2346	SS1323	SS2323	SV1318	SV2318	TJ1356	TJ2356	TK1342	TK2342	TL1338	TL2338	TS1358	TS2358	VK1336	VK2336
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Oscillospiraceae_unclassified|s__Eubacterium_siraeum	0	0	0	0	0.00238	0.00501	0.04738	0	0.11755	0	0.00147	0	0	0	0.00445	0.00279	0.13886	0.06381	2.90332	2.49262	0.0903	0.02809	0.09702	0.0024	0	0	0.29284	0.78861	0.95127	0.00576	0.05157	0.35398	0.00275	0.00906	0	3.16696	0.4744	0	0	0.00421	0	0.13942	0.17974	0	0	0.00504	0.00187	0.02853	0	0.02331	0.00289	0.09139	0	0	0	0.0419	0.01632	0.15832	0	0.01787	0	0.01782	0	0.04052	0.00021	0	0.27683	0	0	0.0371	0.0046	0.40339	0.01948	0.0238	0	2.99009	0	1.54494	0	0.02651	0	0	0	0.0032	0	0.00447	0.051	0.0092	0.03214	0.01852	0.3657	0.0078	0.16303	0	0	0	0	1.70992	0.00773	0.06196	1.23188	0.04466	0.01546	0	0.12927	0	0.69368	0	1.57668	1.96993	0.00567	0.00423	0.04839	0.05008	0	0	0	0	0	0	0	0	0.01082	0	0.14936	0.08547	0	0	0.02639	0.01308	0.0207	0.1014	0	0	0.41015	0.75939	0.00415	0.00191	0.44198	0.00646
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobrevibacter|s__Methanobrevibacter_smithii	0	0	0	0	0	1.60844	0	2.94556	0.38325	0	0.43746	0	0	0	0	0	0	0	1.84827	1.06677	0.19473	0.04854	0	0	0	0	0	0	0	0	0	0	0	0	0	1.22936	1.069	0	0	0	0	3.06472	3.18163	0.2936	1.39439	0	0	0	0	2.86845	2.18124	0	0	0	0	0.05544	0.58477	0	0	0	0	0	0	0.10198	0.00759	0	0	0	0	0	0	0	2.18686	0	3.10873	0.65107	0	1.67532	0	0.61336	0	0.08404	0	2.16838	0.78417	0	1.11171	0	1.14617	0	0	0	0	0	0	0	0	0.00474	2.25295	2.11623	1.88994	1.88601	0.97326	0	0	0	0	0	2.18514	1.65525	0	0	0.29094	1.20701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8796	0.11302	2.46478	2.68781	0	0	0.53109	0.45621	1.37565	0.9083
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Oscillospiraceae_unclassified|s__Oscillospiraceae_bacterium	0	0	0	0	0	0	0	0	0	0	0.01939	0	0	0	0	0	0	0	0.96972	1.02377	0.63089	0.84411	0	0	0.16313	0.13991	0	0	0	0	0	0	0	0	0	0.80569	0.81662	0	0	0	0	0.00237	0	0	0	0	0	0	0	0.58764	0.44784	0	0	0	0	0.51718	0.31264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.40048	0	1.32929	0	0	0	0	0	0	0	0	1.52844	1.2801	0	0.77774	0	1.70321	0	0	0	0	0	0	0	0	0	1.63934	0.23616	0	3.77341	1.15412	0	0	0	0	0	0	0	0	0	1.29223	0.68173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.23802	0.20639	0	0	6.18638	1.37867	0.6502	0.28484
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_SGB5805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.345	0.99243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_pseudocatenulatum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.34076	0.79008	0	0	0	0	0	0	0	0	0	0.06563	0.11936	0	0	0.8294	0.17108	0	0	0	0	0	0	0	0	5.29754	0.86708	1.91801	2.47896	0	0	0	0	0	0	0	0	0	0	0.77436	4.45245	0	8.46375	0	17.97974	3.55702	0.45706	0	0	0	0	2.89601	2.91706	0	0	0	0	0	0	0	0	0	0	0	0	0.19391	0.02572	0	0.56364	0	0.15772	0	0.34382	0	0.00715	0	0	0	0	0	0	0.00409	0	0	0	0	0.85348	0	0	0	0.03426	0.08247	0	0	0	0	0	0.92701	0	0.08493	0.11735	0.04631	0	0	0	0	1.4214	0.36279	0	0	0	0	0	0	0.67815	0.26799	0	0	0.30766	0.40915	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_intestinalis	0.09388	0.23519	0	0	3.7136	0.03593	8.39066	0.00068	0	0	0	0	0	0	0.29959	0.0178	0.22764	0.02918	1.0744	0.47077	0.56613	0.58883	2.21513	1.38774	0.0823	0.0035	0.18429	0.00622	0.15172	0.00768	0.37609	0.52686	0	0.28844	0.10279	0.00021	0.00658	0.37841	0.00492	1.30564	2.22325	0.01016	0	0.20296	0.04625	0	0	0.59184	0.87939	0.0099	0.00167	0	0	3.39851	0.07576	0.04038	0.03278	0	0	0.51727	0.7812	0.03004	0.08111	1.13832	0.88434	0.00025	0	0.06956	0.00197	3.60839	3.80947	0.07426	0.01887	0.21825	0.65805	0.25247	0	0.03556	0.0374	0.26839	0	0.17504	0	0.18242	1.76272	0.49926	0.09056	0.30215	0.09871	1.75964	0.07975	0.13467	0.01411	0.8205	1.87515	0	0.00964	0.76513	0.14484	0.33328	0.10823	0.11102	0.14497	1.48342	0.04912	0.00145	0.03509	0.74921	0	0.40861	0.02916	0.5126	0.70559	0.12661	4.32984	2.12245	1.58444	1.52076	0.00062	0.00268	0	0	0.42455	0.72903	0.85796	4.67786	0.91805	1.61736	0.11009	0.00122	0.58741	0.88714	0.02153	0.00304	0.49345	0.58378	0.04452	0.38562	0	0.00175
k__Bacteria|p__Firmicutes|c__CFGB31455|o__OFGB31455|f__FGB31455|g__GGB4699|s__GGB4699_SGB6502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.27556	0.33609	0	0	0	0	0	0	0	0	0	0.23338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.88228	3.70539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.17636	0.29371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12326	0.05913	0	0.25008	0.01488	0	0	0	0	0	0.38157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_finegoldii	0	0	0	0	0	0	0	0	0	0.51339	0	0.34786	0	0	0	0	0.46146	0.59958	0.83494	0.3111	0	0	0	0	0	0	0	0	0	0	0	0.19675	0.12716	0	0	0.83805	0.30045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11797	0.01692	0	0	0	0	0	0	0	0	0.02	0.04471	0	0	0	0	0.13026	0	0.15441	0	0.24438	0	0.26452	0	0.05405	0	0.13258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11172	0	0	0.12041	0	0	0.00221	0	0.12933	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12269	0.14153	0	0	0	0	0	0	0	0	0	0	0.10685	0.05498	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB1292|o__OFGB1292|f__FGB1292|g__GGB3109|s__GGB3109_SGB4643	0	0	0	0	0	0.00729	0	0.07669	0	0	0	0	0	0	0	0	0	0	0.27655	0.30196	0	0	0	0	0.0291	0.08981	0	0	0.00131	0.00465	0.06932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28857	0.0512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0224	0	0.26032	0	0.02911	0	0.01848	0.08597	0.14798	0.10671	0.09469	0	0.30056	0	0.04053	0.1694	0	0	0	0	0.01876	0	0	0	0	0.00123	0	0.03486	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10307	0.12046	0.10343	0.20465	0	0	0	0	0	0	0	0	0.74434	0.74684	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter_SGB6486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.38878	0.24648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15716	0.08445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16929	1.89823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10904	0	0.10916	0	0	0	0	0	0	0	0	0	0.13187	0.0883	0	0.31813	0.14187	0	0	0	0	0	0.54286	0.00196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.77489	0.07202	0	0.1806
k__Bacteria|p__Firmicutes|c__CFGB1304|o__OFGB1304|f__FGB1304|g__GGB74827|s__GGB74827_SGB4137	0	0	0	0	0	0	0	0	0.0007	0	0.10488	0	0	0	0	0	0	0	0.04962	0.24047	0	0	0	0	0	0	0	0	0.00174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00315	0	0	0	0	0	0	0	0	0.08645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9608|s__GGB9608_SGB15041	0	0	0	0	0	0.02227	0	0.01955	0	0	0	0	0	0	0	0	0.25146	0.10708	0.23125	0.22089	0.01609	0.01992	0	0	0.1506	0.15529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.34074	0.41167	0.2679	0.30655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.44934	0.20997	0	0	0	0	0	0	0	0	0	0	0.08813	0	0	0	0.25095	0.21233	0.07973	0.05187	0.35707	0.04445	0	0	0	0	0	0	0	0	0	0.16322	0.12569	0	0.07779	0.11373	0	0	0	0	0	0.20366	0.18004	0	0	0	0	0	0	0	0	0	0	0.09803	0.20405	0	0	0	0	0	0	0	0	0	0	0.10502	0.19528	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9635|s__GGB9635_SGB15106	0	0	0	0	0	1.98988	0	1.30005	0	0.20147	0	0.06802	0	0	0	0	0	0	1.03086	0.21846	0.63058	0.53429	0	0.0032	1.18073	1.76304	0	0	0	0.02668	0.00946	0	0	0	0	0	0	0	0	0.06311	0.00155	0.41479	0.85436	0	0	0	0	4.69823	0.75221	0.69766	1.19603	7.25655	6.14309	0	0	0.65601	0.41868	0	0	0	0	0	0	0.43646	0.0776	0	0	0.73656	0.18168	0	0	0	1.35702	0	1.09247	0.07664	0	0.16045	0	1.07442	0	0.48573	0	0.05547	0.01343	0	0.37834	0	0.39979	0	0	0	0	0.26885	0.01999	0	0	0.10348	0.12956	0.04689	1.10862	0.07651	0.10599	0	0.24787	0	0.21061	0	1.49418	1.37392	0	0	0	0	0	0	0	0	0	0	2.55689	2.72218	0.43101	0.09931	0	0	0	0	0.5933	0.50753	0	0	0	0	0	0	0	0	0.44339	0.35706
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_SGB6340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.20012	0	0	0	0	0	0	0	0	0.17341	0	0	0	0	0	0	0.40075	0.23397	0.17048	0.6574	0	0	0.01108	0.0202	0	0	0	0	0	0	0	0.504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01009	0	0	0	0	0	0	0.40714	0	0.17877	0	0.33251	0	0.14813	0	0.15534	0.37289	0	0.00806	0	0.0242	0	0	0	0	0	0	0	0	0.05821	0	0.03722	0	0	0.41284	0	0	0	0.20335	0	0.13011	0	0	0	0	0	0	0.45034	0	0.01774	0	0	0.1182	0.13224	0	0	0	0	0	0	0.64525	0.11082	0	0	0.6147	0.19576	0.00888	0.07254	0.12916	0.22001	7.00E-05	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Mediterraneibacter|s__Ruminococcus_gnavus	0.40118	0.44265	0.5995	0.71714	1.41393	0	0.30188	0.0016	0	3.53016	0	0.61139	0.73237	0.28167	0	0	0.02532	0.02491	0.04743	0.19055	0.0164	0.0178	0	0	0	0	0.04718	0.02444	0	0.00955	0	0.00072	0	0.20051	0.19759	0.03271	0.01497	0.26909	0.03022	0.19254	0.14519	0	0	0.1154	0.01019	0.09087	0.09316	0	0	0	0	0	0.00416	0.1513	0.55982	0	0	0.01149	0.01864	0.54876	0.72877	0.72626	0.0969	0	0.00132	0.00753	0	0.0019	0.00096	0.13971	0.15738	0	0.00019	0	0.11109	0	0	0	0.00112	0	0	0	0	0	0	0.76521	0	0.0927	0	0	0.00535	0	0.0012	0.02754	0.46914	0.02327	0.0428	0.06712	0	0	0.02668	0	0	0.11153	0	0.03351	0.0038	0.00061	0	0	0.02643	0.0123	0	0	0.46737	0.08323	2.54689	0.03985	0.01129	0.00164	0	0	0	0	0.01233	0.0472	2.49442	1.06278	0	0.00352	0.00383	0	0	0	0.00023	0.00108	0	0	0.00075	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_sp_AM59_24XD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05156	0.16745	0	0	0	0	0	0	0	0	0	0.35476	0.67342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00589	0	0.04215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Neglectibacter|s__Neglectibacter_timonensis	0	0	0	0	0	0	0	0	0.01293	0	0.00263	0	0	0	0	0	0	0	0.01695	0.16079	0	0	0.0029	0.04092	0	0	0	0	0	0	0	0	0	0	0	0.42903	0.04318	0	0	0	0	0	0	1.15496	1.67233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00286	0.0031	0	0	0	0	0	0	0	0	0	0	0.01108	0	0.06692	0	0	0	0	0	0.01585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0074	0.00212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03621	0	0	0	0.11519	0.08324	0.03392	0.05926	0.31128	0.29305	0	0
k__Bacteria|p__Firmicutes|c__CFGB8140|o__OFGB8140|f__FGB8140|g__GGB3754|s__GGB3754_SGB5103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB10477|o__OFGB10477|f__FGB10477|g__GGB9345|s__GGB9345_SGB14311	0	0	0	0	0	1.95967	0	1.84669	0.4399	0	0.34145	0	0	0	0	0	0	0	0.68401	0.11078	0	0.00097	0	0	0	0	0	0	0.71231	0	0	0	0	0	0	0.09936	0.21043	0	0	0	0	0.80284	1.44578	0	0	0	0	1.32024	0.00832	1.11055	1.30576	0	0	0	0	0	0	0	0	0	0	0	0	0.02473	7.00E-05	0.00013	0.00027	0.59966	0.59964	0	0	0	0.87827	0	0.09502	0.53081	0	1.60723	0	0.58201	0	0.08837	0	0.37955	0	0	0.58609	0	0.23006	0.05218	0	0.10254	0	0	0	0.00589	0	0	0.16823	0.15975	0	0.35391	0.17261	0	1.80087	0	0.76288	0	2.85131	1.47117	0	0	0.04965	0.25286	0	0	0	0	0	0	0.18201	0.05963	0.17209	0.00597	0	0	0	0	0.70911	0.45806	0.04418	0.05592	1.14634	1.37835	0.36108	0.12662	0.06962	0.34864	1.03566	1.59414
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__GGB9677|s__GGB9677_SGB15180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.59871	0.25964	0.95252	0.10977	0	0	0	0	7.4705	2.05102	0	0	0	0	0	0	0	0	0	0.14736	0.423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00792	0.04312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6428	0	0.1337	0.03693	0	0.04089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14198	0	0	1.57057	0	0.22504	0	0.78807	0	0.59323	0.14996	0	0	0	0	0	0	0	0	0	0	0.23293	0.37034	0.03354	0.00365	0	0	0	0	0	0	0	0	0.01569	0.11961	0	0	0	0	0.73217	2.34783
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnospira|s__Lachnospira_sp_NSJ_43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03856	0.05498	0.02367	0.10596	0	0	0.14295	0.02565	0.0416	0.04193	0.00266	0	0.31437	0.00785	0.0872	0.11999	0.20356	0.22483	0.02923	0.04578	0	0	0	0	0	0	0.0109	0	0	0	0	0.19034	1.43522	0.04499	0.05315	0.27467	0.03059	0	0	0.12295	0.02844	0.07429	0.40065	0	0.00266	0	0.00727	0	0	0	0	0	0	0	0	0.06537	0	0.0007	0	0.09837	0	0.00971	0	0.19608	0.06265	0.74792	0.05708	0.04244	0.1458	0.0083	0.02572	0.03369	0.09905	0.18469	0	0.42275	0	0.06918	0.11888	0	0.61184	0.02564	0	0.00217	0.06112	0	0.00893	0	0	0	0.03941	0	0.05061	0.01406	0.01893	0.00858	0.01647	0.0128	0.73129	0.08042	0	0.01493	0	0	0	0	0	0.00237	0.03975	0.10096	0	0.05263	0.3931	0.03378	0.00755	0.27935	0.21302	0.13534	0.0197	0.00784	0	0	0.03237	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio|s__Desulfovibrio_SGB5076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.27964	0.09236	0	0	0	0	0	0	0.00011	0	0	0.0008	0	0	0	0	0	0	0.05906	0	0	0	0	0	0.01384	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00295	0	0.06238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02564	0	0	0	0	0	0	0	0	0.00034	0	0	0	0	0	0.00155	0	0	0.00461	0	0	0	0	0	0	0	0	0	0	0	5.1167	0	1.49597	0	0	0	0	0	0	0	0.00172	0.02293	0	0	0.18096	0.06241	0	0	0.05002	0.09563	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__GGB9782|s__GGB9782_SGB15403	0	0	0	0	0	0.02598	0	0.07698	0.09333	0	0.09204	0	0	0	0	0	0	0	0.28171	0.08598	0.02501	0.00886	0	0	0	0	0	0	0.01431	0.03263	0.00954	0	0	0	0	0	0	0	0	0	0	0.31329	0.11616	0.09161	0.09343	0	0	0	0	0.10682	0.2479	0	0	0	0	0	0	0	0	0	0	0	0	0.00337	0	0	0	0	0	0	0	0	0	0	0	7.00E-05	0	0.01476	0	0.12762	0	0.1043	0	0.09628	0	0	0.05589	0.02664	0.00549	0.03123	0.51571	0.05029	0.77013	0	0	0	0	0	0.1171	0	0.41962	0.10567	0	0	0	0	0	0	0.06259	0.03014	0	0	0.02463	0.0368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01011	0.02004	0.01805	0.094	0.0212	0.02863	0.11278	0.11018	0	0	0.05651	0.04741
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB9176|s__GGB9176_SGB14114	0	0	0	0	0	0.08584	0	0.07845	0.04195	0	0.00433	0	0	0	0	0	0	0	0.62961	0.08529	0.03547	0.01888	0	0	0.07199	0	0	0	0.05566	0	0	0	0	0	0	0.14578	0.08376	0	0	0	0	0.03721	0.03502	0	0.14354	0	0	0	0	0	0.02914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.20477	0.08838	0	0	0	0.01784	0	0.0028	0	0	0	0	0.19448	0	0.22975	0	0.03268	0	0	0	0	0	0	0.00562	0	0.0273	0	0	0	0	0	0.05441	0.0228	0.01515	0.03485	0.00493	0	0	0	0	0	0.7486	0.14568	0	0	0	0	0	0	0	0	0	0	0	0	0.01762	0	0	0	0	0	0.05557	0.01418	0.00186	0	0.0734	0.06276	0.0017	0	0	0	0.03265	1.2202
k__Bacteria|p__Tenericutes|c__CFGB1787|o__OFGB1787|f__FGB1787|g__GGB4745|s__GGB4745_SGB6571	0	0	0	0	0	0	0	0	0.00756	0	0.00153	0	0	0	0	0	0	0	0.62658	0.08501	0	0	0	0	0.08876	0.11152	0	0	0.02125	0.00843	0.01408	0	0	0	0	0.04396	0.0338	0	0	0	0	0.15902	0.21201	0	0	0	0	0.04134	0.00226	0	0	0	0	0	0	0	0.0455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07723	0	0.13391	0	0.01259	0	0	0	0	0	0.01902	0	0	0	0	0	0	0	0	0	0	0.02991	0	0	0	0.05067	0	0.00942	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00659	0.21471	0.02747	0	0	0	0	0	0	0	0	0	0	0	0.05142	0.01199	0	0	0.00229	0.40079
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Enterocloster|s__Enterocloster_SGB14313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.85309	0.06863	0.1972	0.0794	0	0	0	0	0	0	0.89917	0	0	0	0	0	0	0.00284	0.07779	0.00059	0	0	0	0	0	0	0	0	0	0	0	0.64033	0.33312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01422	0	0	0	0	0	0	0.01462	0	0.02551	0	0.69612	0	0.15806	0	1.06802	0.0041	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02007	0.03127	0	0	0.28393	0	0	0	0	0	0.34372	0.86714	0	0	0.06038	0.27455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00684	0.00477	0.01103	0.06656	1.39991	0.79769	0.0006	0.0301	0.48214	0.08221
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelatoclostridium|s__Clostridium_spiroforme	0.02429	0	0.06676	0.23616	0	0.00717	0	0	0	0.03247	0	0.00745	0	0.01846	0.02989	0.1633	0.12266	0.01685	0.06029	0.06189	0.04355	0.02715	0	0	0	0	0	0	0.03167	0	0	0	0.01188	0.00295	0	0	0	0	0	0.06191	0.02441	0	0	0.15623	0.13928	0	0	0	0	0	0	0	0	0.14644	0.23407	0	0	0.0287	0.03302	0.15016	0.11892	0.0124	0.00791	0	0	0	0	0	0	0.0402	0.02314	0	0.0019	0	0.04892	0	0	0	0	0	0.03082	0	0.06273	0	0	0.16151	0	0.29699	0	0	0	0	0	0.09994	0.04321	0.0319	0.01219	0	0.09214	0	0	0.09717	0	0.16499	0	0.12768	0	0.01468	0	0	0.0501	0.07422	0.12215	0.18599	0.16551	0.06498	0.04001	0.11355	0	0	0	0	0	0	0.10343	0.05266	0.18243	0.18293	0.00089	0	0	0	0	0	0	0	0	0	0.139	0.02159
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__GGB4687|s__GGB4687_SGB6484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.75091	0.0609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18352	0.38815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10767	0	0
