clade_name	ML1375	AT2302	JE2361	MV1301	JS1364	JA1369	JL1316	JH2373	EH1307	AM2314	AK2371	HP2337	AN2355	KK1350	ML2319	JV1357	HT2321	MS1370	JP1303	ET1331	KK2350	KL1367	JA2369	JH1373	MK2305	AK1304	AK1371	JV2357	LT2311	EH2307	AK2351	AP1348	LK1306	JS2364	AK1351	AT1302	JP2303	TS2358	JK1312	JE1361	AE2332	NK1335	PK2324	KK1376	MO2363	PK2313	MM1317	TS1358	MV2301	SH2365	VK1336	SK2377	TL2338	JL2316	AN1355	MS1330	AH1343	KL2367	PK1313	PP2368	SK1377	TJ2356	RK2372	HT1321	MK1353	HK2340	AE1332	AM2310	AP2348	EK1349	AS2315	EP1341	EP2341	HN1327	IM2354	KK2376	LK2306	AM1310	SS1323	HP1337	IM1354	KH1326	KM2329	ET2331	KH2326	LT1311	ML1319	HL1333	RS1345	KM1329	AS1315	AH2343	HK1340	AM1314	EK2349	HL2333	JM2360	JM1360	JK2312	MM2328	RS2366	TL1338	TK1342	PH1308	VK2336	TK2342	MM1328	SV1318	PK1324	MK1305	PH2359	SN2320	TJ1356	MR1334	MR2322	SO2346	SO1346	PH2339	MR1322	PH2308	RS2345	PP1368	SV2318	MO1363	SS2323	PH1339	MM2317	SN1320	RA2309	RA1309	MS2370	NK2335	MS2330	RK1372	ML2375	PH1359	SH1365	HN2327	MK2353	RS1366	PT1325	PT2325	MR2334
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Chromatiaceae|g__Rheinheimera	0	0.02565	0	0	0	0.03109	0.02104	0	0.01478	0	0.01592	0	0.00738	0	0.03474	0.03198	0.01304	0	0.01811	0.01377	0	0.02949	0.06309	0	0	0	0.00896	0.01622	0.13527	0.01293	0.0937	0.02273	0.00816	0	0.04466	0.03078	0.06865	0.04699	0.03169	0	0.01576	0.01487	0.00778	0.00209	0.0404	0	0	0.01636	0	0.05114	0	0	0	0.01943	0.01849	0.02301	0.15456	0.03489	0	0.03037	0	0.0348	0.07177	0.03698	0.03723	0.01469	0	0.0187	0.10432	0	0	0.00958	0.05666	0	0	0.00439	0.01559	0.03049	0	0	0	0.01196	0.03815	0.00703	0.02895	0.11188	0.03082	0	0	0.03606	0	0.12348	0.02613	0	0	0	0	0	0.02972	0.03359	0.01595	0	0	0.0223	0	0	0.03523	0.01765	0	0	0.01372	0	0.02409	0.05555	0.015	0.06882	0.01744	0	0.0291	0.00345	0	0.02218	0.00312	0.00647	0	0	0	0.01127	0.03917	0.08193	0	0.02125	0.04012	0.03263	0	0.0013	0.02985	0	0.07212	0.02224	0	0	0.03128
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB34231	0	0.02393	0	0	0	0	0	0.11154	0	0	0	0	0	0	0	0	0	0.02783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00752	0	0	0	0	0	0	0	0.01506	0.00043	0	0	0	0.00936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12253	0	0	0	0	0	0.01111	0	0	0	0	0.00979	0	0	0	0	0	0	0	0	0.00053	0	0	0	0	0	0	0	0	0	0	0.0008	0	0	0	0	0	0	0	0	0	0	0.019	0	0	0.04132	0	0	0	0.00821	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Aeromonadaceae|g__GGB9781	0	0.02339	0.025	0.00107	0	0.00035	0	0.13805	0.01267	0.02009	0.15122	0	0	0	0.03295	0	0.01963	0.27126	0	0	0	0	0	0.18939	0	0	0.13723	0	0	0.00518	0	0	0.00752	0	0	0.05152	0	0.00429	0	0.13576	0	0	0	0	0.01645	0	0.03079	0	0	0	0.16475	0	0.09954	0	0	0.00151	0	0.00423	0	0	0.00781	0.01868	0.04427	0.0246	0.145	0.02423	0.00301	0.07227	0	0	0.0033	0.00075	0.03468	0	0	0.0145	0.03241	0.04746	0	0	0	0	0.00114	0	0	0	0.00315	0.01555	0	0	0.04006	0	0.00679	0.00329	0	0.00578	0.17245	0.1248	0	0.01204	0	0.07057	0.14209	0.00091	0.02644	0.15316	0.0248	0.0113	0	0	0	0.02479	0.05564	0.03516	0.03984	0	0	0.07849	0	0.22695	0	0	0.02084	0.1574	0	0.08487	0.00568	0.0317	0	0	0.25226	0	0.0096	0.02743	0	0.02033	0	0	0.07708	0	0.03284	0.02135	0.01821
k__Bacteria|p__Firmicutes|c__CFGB72924|o__OFGB72924|f__FGB72924|g__GGB3612	0	0.0232	0.00376	0.01661	0	0	0	0.0089	0.00841	0	0.00198	0.16542	0.00244	0	0	0.0969	0	0.01058	0.01734	0	0	0	0	0.00043	0	0.00107	0	0.06193	0	0.01435	0	0	0	0.19045	0	0.00158	0.14054	0.00213	0	0.017	0	0.13404	0.10263	0	0	0.00041	0	0.01101	0.09601	0	0	0	0.00174	0	0	0	0	0.00546	0.0043	0	0	0	0.0725	0	0	0.0008	0	0	0	0	0	0	0	0	0.00039	0	0	0	0	0.23456	0.05415	0	0.00753	0	0.06074	0.0005	0	0	0	0.00777	0	0	0.06124	0	0	0	0.01404	0.03559	0	0	0	0	0.09718	0	0	0.29371	0	0	0.0238	0	1.66811	0.06022	0	0	0	0.23311	0.03794	0.11781	0	0.02606	0	0	0.12311	0	0	0.10581	0	0.20283	0.04917	0	0.01176	0	0	0.14156	0	0.89168	0.00108	0	7.00E-05	0.00157	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB4881|o__OFGB4881|f__FGB4881|g__GGB14025	0	0.02208	0.08589	0	0	0	0.00068	0.28717	0.00189	0.01292	0	0	0.16523	0	0	0	0	0.81554	0.03184	0.01466	0	0.0323	0	0.12229	0.00072	0.00602	0	0	0.01003	0.00137	0	0	0	0	0	0.02437	0.1644	0	0	0.04711	0	0.00378	0.10314	0.31886	0.05181	0	0.04577	0	0	0	0.38672	0.01396	0.09993	0.00963	0.32924	0.00406	0.08272	0.07689	0	0	0.15031	0.23306	0.02426	0.01047	0.00427	0.19688	0	0.11075	0.0493	0.00411	0.02414	0	0	0.00365	0	0.09403	0	0.13921	0	0	0.04386	0.02398	0.05358	0.09365	0.02881	0.02131	0	0.07546	0	0.0641	0.11464	0.10968	0.11447	0.02811	0.0018	0.11542	0.08409	0.08	0	0.11116	0	0.11613	0.2192	0.0936	0.13589	0.38973	0.04942	0.00634	0.00556	0.10644	0	0.01434	0.02848	0.00701	0.00262	0	0	0.14206	0	0.11466	0	0	0.00105	0.20709	0	0.04996	0.08372	0.0657	0.04057	0.00442	0.89188	0	0.04569	0.00829	0	0.00256	0	0.13271	0	0	0	0	0.00765
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Candidatus_Pseudobutyricicoccus	0	0.01992	0.00047	0	0	0.00392	0.01766	0.01486	0	0.06978	0.06632	0	0	0	0	0	0.00956	0.0358	0.0033	0	0	0	0	0.04561	0.01948	0.00853	0.06718	0	0.05073	0	0	0	0.00551	0	0	0.0239	0.08027	0	0	0.06778	0	0.00313	0.03172	0.03581	0.03626	0	0.0393	0	0	0	0.02882	0.01051	0.03219	0.09142	0	0.00482	0.08164	0	0	0	0.04423	0.01188	0.02798	0.0186	0.03305	0.0913	0	0.07379	0	0.02862	0.03693	0.09492	0.15669	0.00736	0	0.04366	0.03985	0.14503	0	0	0.01637	0	0.01366	0	0	0.02835	0	0.01609	0	0.02485	0.05843	0.12093	0.01449	0.03281	0.0132	0.00175	0.02631	0.03618	0	0.01776	0	0.0225	0	0	0.0132	0	0.01062	0	0.12749	0.08074	0	0.01614	0.00678	0	0.00491	0	0	0.01317	0	0	0	0	0	0.11874	0	0.00839	0.03081	0.01915	0.00395	0.01297	0.05938	0	0.02933	0.00277	0	0	0	0.02068	0.01846	0	0.07029	0.11162	0
k__Bacteria|p__Firmicutes|c__CFGB1303|o__OFGB1303|f__FGB1303|g__GGB3124	0	0.01962	0	0	0	0	0	0.00393	0	0	0	0	0	0	0	0	0.03547	0	0	0	0	0	0	0.00493	0	0	0	0	0	0	0	0	0.0618	0	0	0.02058	0	0	0	0	0	0	0.05546	0	0	0	0.00118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00854	0.0272	0	0	0	0	0	0	0	0.00238	0.00603	0	0	0	0.00385	0	0	0	0	0	0.02625	0	0	0	0	0.00011	0	0	0	0	0	0	0	0	0.00084	0.00614	0	0	0	0	0	0	0	0.00263	0	0.01768	0.0493	0	0	0	0.00678	0	0	0	0	0	0	0	0	0	0.01886	0	0	0	0	0	0	0	0	0	0	0.00549	0	0.00197	0	0	0.00791	0	0.00856	0.00158	0
k__Bacteria|p__Firmicutes|c__CFGB2898|o__OFGB2898|f__FGB2898|g__GGB9211	0	0.01928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03415	0	0	0.2865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02873	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04855	0	0	0	0	0	0	0	0	0	0	0	0.01997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01539	0	0.14428	0.03119	0	0	0	0	0	0	0	0	0	0	0	0.00597	0	0	0	0	0	0	0	0.0108	0	0	0	0	0	0	0	0	0	0	0	0	0.02925	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Merdimonas	0	0.01785	0.00387	0	0.00478	0.00044	0	0.16114	0	0.11566	0.0033	0	0.04371	0	0	0	0	0.32517	0	0	0	0.00743	0	0.01456	0	0	0.00191	0	0.02428	0	0	0.00596	0.02299	0.01755	0	0.0057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02701	0	0	0	0.19263	0	0.04065	0.01488	0	0	0	0.0212	0	0	0	0	0	0.15219	0.05687	0	0.01781	0	0.00159	0	0	0.04985	0.01948	0.08942	0	0	0	0.0078	0	0	0	0.02534	0	0	0.13657	0	0.05189	0.10967	0.01717	0.27481	0	0	0	0	0	0	0	0	0.08519	0.01359	0	0.06364	0	0	0	0.01556	0	0	0.01322	0.00221	0	0	0.02366	0	0	0.17914	0.04392	0	0	0	0	0	0.00916	0	0	0.00236	0.33112	0	0	0	0	0	0	0	0	0	0	0	0.00334
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__GGB9501	0	0.01776	0.06942	0	0	0	0	0.02758	0	0	0.10739	0	0	0	0	0.04533	0	0.01367	0.04916	0	0	0	0	0.06603	0	0	0.15087	0.10511	0	0	0.03898	0	0	0	0	0.03813	0.10491	0	0	0.20315	0	0	0	0	0.00027	0	0	0	0	0	0	0	0	0	0	0.00316	0	0	0	0	0	0	0.03042	0	0	0.08157	0	0	0.00686	0	0	0	0	0	0	0.01089	0	0	0	0	0	0	0.02015	0	0	0	0	0.02709	0	0.02085	0	0	0.04078	0	0	0.02116	0.09208	0.15059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03707	0	0	0	0.1124	0	0	0	0	0	0.01114	0	0.14044	0	0	0.06224	0.08876	0.00167	0	0.00757	0.02398	0	0	0	0	0	0	0.0951	0.0887	0.00736
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB3537	0	0.01746	0.01637	0.00017	0.0112	0.02025	0	0.06595	0.00104	0.03934	0.02023	0.0556	0	0	0.00814	0	0.0086	0.04884	0	0	0	0.00013	0.01271	0.03501	0	0	0.00651	0	0	0.00113	0.03364	0	0	0.02806	0.02849	0.01792	0	0.00487	0	0.00374	0.00826	0	0	0.00091	0	0.01343	0	0.01029	0.00167	0	0.03102	0.00178	0.00807	0	0	0.03152	0.00342	0	0.02009	0.00659	0.00668	0.27017	0	0.01984	0.00717	0.02801	0.01887	0.00293	0	0	0	0.00421	0.02584	0.00106	0	0.00531	0	0.00454	0	0.01995	0	0.02377	0.00094	0	0.01554	0	0.00751	0	0	0	0	0.00185	0.01246	0.15881	0	0	0.00341	0.00321	0	0.00237	0.01906	0.00979	0	0.0021	0.00595	0.0024	0.00194	0	0	0.00518	0	0	0.01014	0.02407	0.00608	0.00267	0.03206	0.00592	0.0007	0.0436	0	0.00128	0	0	0	0	0	0	0	0	0.0172	0	0.07826	0	0	0.00136	0	0.00849	0.01451	0.03307	0.01802	0.00403	0.01532
k__Bacteria|p__Firmicutes|c__CFGB2982|o__OFGB2982|f__FGB2982|g__GGB9342	0	0.01653	0.26889	0	0	0	0.49255	0	0.11573	0	0.18785	0	0	0	0.32295	0	0	0	3.48867	0	0	0.04393	0	0	0	0	0.60779	0	0	0.04949	0	0	0.11073	0	0	0.44322	1.07395	0.08884	0	0.46863	0	0	0.27521	0	0.02539	0	0.46442	0.01827	0	0	0	0	0.00559	0	0	0	0	0	0	0	0	0.02112	0.3667	0	0.01337	0.79217	0	0.04952	0	0	0	1.51723	0.76799	0	0.05187	0	0.19155	0.13556	0	0	0.00223	0	0.00432	0	0	0	0.143	0.16219	0	0.00812	0	0	0.01496	0	0	0.07887	0.03319	0.05419	0	0	0	0.0216	0.24844	0	0	0.22279	0	0.33438	0.09533	0	0.19226	0.06181	0.07596	0.01353	0	0	0	0	0	0.07669	0	0	0.00737	0.08477	0	0.00737	0.26993	0.27712	0	0	0	0	0	0.11265	0	0.01185	0	0	0.05268	0	0.77254	0.46915	0.00054
k__Bacteria|p__Firmicutes|c__CFGB2873|o__OFGB2873|f__FGB2873|g__GGB4739	0	0.01559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0047	0	0.0012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11557	0.00284	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Anaeromassilibacillus	0	0.01382	0.07167	0.00275	0.00601	0.02149	0.04345	0.05737	0	0.14148	0.04333	0	0.03236	0	0	0	0.01504	0.11404	0.00938	0.04844	0	0.00183	0.00952	0.22207	0	0	0.0255	0.00082	0.00583	0	0	0.00134	0.00571	0.01362	0	0.01475	0.00862	0	0.00699	0.14532	0.00584	0.00296	0.01383	0.04724	0.01493	0.01336	0.00634	0	0	0	0.07446	0.0298	0.0681	0.00571	0.00807	0	0.00334	0.00597	0.01997	0.02848	0.05703	0.00313	0.02774	0.038	0.00963	0.13826	0.01546	0.0055	0.02874	0.00631	0.04954	0.05907	0.13938	0.00653	0	0.07982	0.01871	0.00503	0	0.0009	0.01365	0.05056	0.00383	0.03651	0.02609	0.00802	0	0.00338	0.05314	0.02547	0.06837	0.01715	0.03632	0.06806	0	0.00832	0.04838	0.06176	0.00367	0.01506	0.04086	0.09936	0.00073	0	0.05211	0.00686	0.01789	0.02391	0.03175	0.00107	0.00184	0.00523	0.01239	0	0.04171	0.00353	0.03247	0.01087	0.03641	0.00228	0.04524	0.03604	0.0164	0.02344	0	0.02564	0.01428	0.01061	0.01438	0.01676	0.12719	0.00369	0	0.02237	0	0.01257	0	0.00506	0.03706	0.01559	0.03776	0.04116	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB3497	0	0.01377	0	0	0	0	0	0	0	0	0.35422	0	0	0	0	0	0.18219	0	0	0	0	0	0	0	0	0	0.2104	0	0	0	0	0	0	0	0	0.11325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15589	0	0	0	0	0.02629	0.14555	0.19558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00047	0	0.05325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07062	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB38642|o__OFGB38642|f__FGB38642|g__GGB9765	0	0.01303	0.01411	0.0087	0	0.01466	0.01074	0.52256	0.02606	0.12266	0.02773	0	0	0	0.00868	0	0.03825	0.12388	0	0.40802	0	0.00792	0	0.23021	0	0	0.06571	0.00171	0	0.01404	0	0	0	0	0	0.04777	0	0	0	0.03164	0	0.00979	0	0	0.00082	0	0.0142	0	0.00101	0	0.47708	0.00319	0.15632	0.01947	0	0.01025	0	0.0125	0	0	0.02695	0.0588	0.00236	0.03914	0.05278	0.12312	0.0004	0.14412	0	0	0.02227	0.0007	0.02771	0	0	0	0	0.05494	0	0	0	0.00909	0.00839	1.03219	0	0.00061	0.00856	0.00274	0	0.00599	0.33594	0	0.01524	0.13831	0	0.00528	0.05156	0.03812	0	0.03154	0.03041	0.56569	0.039	0.0165	0.06419	0.04038	0.0275	0.00689	0	0	0	0.01232	0.04945	0.01602	0	0	0.01389	0	0	0.01695	0	0	0.01533	0.02986	0	0	0.00573	0.0186	0	0	0.14389	0	0.02904	0	0	0	0	0	0.49696	0.00153	0.12114	0.17007	0.00543
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9619	0	0.01263	0.01536	0	0.04185	0	0.00161	0	0.03351	0	0.00113	0	0.00161	0	0.01554	0.02499	0.00574	0	0.01214	0	0	0	0	0.00057	0	0.00941	0.0015	0.03133	0.05095	0.0267	0.03895	0.01906	0.00481	0.00593	0.00378	0.04762	0.01411	0.00714	0.12974	0.05337	0	0	0	0.00067	0.02494	0	0	0.00775	0	0.01611	0.00866	0.01187	0.00172	0.02825	0.05244	0.00334	0.08018	0.00077	0.04159	0	0.06928	0.01764	0.0093	0.02082	0.01211	0.00433	0	0.00956	0.03604	0.05009	0.02385	0.00666	0	0.00807	0.00111	0.0019	0.04036	0.00639	0.01312	0	0	0.00853	0	0	0.0132	0.10263	0.01382	0.0054	0.04769	0	0	0.02873	0.00958	0.00243	0.00025	0.00322	0.03243	0.03681	0.07812	0.005	0	0.00074	0	0.01153	0.01974	0	0.00906	0.00707	0	0	0	0	0.00309	0.00792	0.00237	0.04121	0.00682	0.00087	0	0.00092	0.00231	0	0	0.01192	0.03931	0.01974	0.00437	0.00035	0.00097	0.00629	0	0.00342	0.04053	0.00101	0.00136	0.00141	0.02187	0.02222	0.00494	0	0	0	0.00416
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Candidatus_Woodwardibium	0	0.01261	0.128	0	0	0	0.17971	0.24447	0.04673	0.01058	0.24482	0	0	0	0	0	0.08243	0.098	0	0	0	0.00796	0	0.13985	0	0	0.26992	0	0	0.02311	0	0	0.05767	0	0	0.09321	0	0.06178	0	0.18027	0	0	0.0167	0	0	0	0.1291	0.18642	0	0	0	0.03713	0.04697	0.02691	0	0.00391	0	0	0	0	0.08399	0.01912	0.03138	0.12179	0.16563	0.15588	0	0.06741	0	0	0	0.33013	0.51112	0	0	0	0.10415	0.1036	0	0	0	0	0	0	0	0	0	0.02674	0	0	0.01721	0	0.07193	0.05918	0	0	0.39075	0.25898	0	0	0	0.06197	0	0	0	0	0	0.01861	0.00523	0	0	0.01269	0.02644	0.0143	0.01887	0	0	0.02339	0	0.13223	0	0	0.0406	0.28675	0	0.04518	0.02497	0.06236	0	0	0.16692	0	0.02194	0.00743	0	0	0	0	0.02137	0	0.09586	0.01854	0.00557
k__Bacteria|p__Firmicutes|c__CFGB76779|o__OFGB76779|f__FGB76779|g__GGB33544	0	0.01224	0	0	0	0	0	0	0	0	0	0	0	0	0.00341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01975	0	0	0	0.01401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05346	0	0	0.1132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9453	0	0.01027	0.08569	0.00206	0.06409	0	0.00191	0.51303	0	0	0.03926	0.04055	0	0	0	0	0.00655	0.44671	0.00072	0.24675	0	0.01853	0	0.58231	0.00193	0.03803	0.01658	0	0.00544	0	0	0	0	0.0562	0	0.01781	0	0	0	0.42039	0	0	0	0.01739	0.00579	0.01031	0.00716	0	0	0	0.2317	0.00689	0.06939	0.00711	0	0.00735	0.02505	0.00061	0.01552	0.20703	0.04229	0.01955	0.00323	0.01402	0.08672	0.34606	0	0.04889	0	0.04463	0.09314	0.03484	0.48495	0.02279	0	0.21106	0	0.16964	0	0.30553	0.00148	0.06528	0.00903	0.3644	0.05186	0.02092	0	0	0	0.05618	0.1354	0.05205	0.1138	0	0.00262	0.07152	0.14369	0.23598	0	0.01869	0	0.04875	0.04886	0.00579	0.18637	0.0746	0.01224	0.65053	0	0.03587	0	0.0074	0.01429	0.1138	0.10159	0	0	0.02337	0.00375	0.04129	0	0.19577	0.05456	0.08498	0	0.07103	0.06464	0.05396	0.0598	0.05618	0.23841	0	0	0.0009	0	0	0	0.22814	0.11406	0	0.18749	0.16007	0.01738
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__GGB9602	0	0.00992	0.46436	0.22906	0	0	1.28965	0	0.06834	0	0	0	0	0	0.01335	0.24294	0.58318	0	0	0	0	0.04612	0	0	0	0	0	0.34845	0	0.08053	0	0	0.2734	0	0	0.04361	0	0.03704	0	0.25247	0	0.00622	0.09264	0	0.15421	0	0.00805	0.11393	0.37356	0	0.30708	0.86192	0.32501	0.14819	0	0	0	0.01271	0	0	0.5716	0.6903	0.57549	0.68019	0.56742	0	0	0	0	0	0.00226	0.02442	0.06857	0	0	0	0.15613	0	0	0	0	0	0.27849	0	0	0	0.00598	0.64234	0	0.07306	0.01981	0	0.00203	0	0	0.53238	0.42001	0.42701	0	0	0	0.14887	1.90488	0	0.3892	0.70522	0	0.10446	0.02385	0	0.40929	0.10607	0.54594	0.0365	0	0.00087	0.00168	1.29755	0	0	0	0	0.09999	0.06871	0	1.30235	0.03608	0.44798	0	0	0	0	0	0.54804	0	1.55671	0	0	0.16893	0	0.91753	0.58412	0.04693
k__Bacteria|p__Firmicutes|c__CFGB1538|o__OFGB1538|f__FGB1538|g__GGB3892	0	0.00979	0	0	0	0.00011	0.03668	0	0.00188	0	0.01409	0	0	0	0	0	0.0008	0.036	0	0	0	0	0	0	0	0	0.01327	0.00914	0	0.00076	0	0	0	0	0	0.03024	0	0.00419	0	0	0	0	0	0	0	0	0	0.00581	0	0	0	0.00495	0	0.00159	0	0	0	0	0	0	0.00523	0	0	0	0	0.09479	0	0.00633	0.00031	0.00183	0.00071	0.05733	0.03936	0	0	0	0	0.00168	0	0	0	0.00247	0	0	0	0	0	0	0	0	0.00162	0	0.02713	0	0	0	0.0005	0.00775	0	0.0002	0	0	0	0.00059	0	0	0	0.05126	0	0	0	0.00038	0	0	0.00216	0	0	0	0	0.09299	0	0	0.08169	0	0	0	0	0.00037	0	0	0.07765	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Granulicatella	0	0.00944	0	0	0.00022	0	0	0	0	0.00113	0	0	0.00087	0.00021	0	0	0	0	0	0	0	0	0	0	0.0004	0	0	0	0	0	0	7.00E-05	0	0.00145	0.00041	0	0	0	0	0	0.01699	0	0	0.00112	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00192	0	0	0	0	0	0	0	0	0	0	0	0	0.00116	0	0	0	0	0	0	0	0	0	0.00119	0	0.00713	0	0.00058	0	0	0.00094	0.00563	0.00053	0	0	0	0	0.00134	0	0	0	0	0	0.00142	0	0	0.00184	0	0	0.002	0	0	0.00117	0	0	0	0	0.02034	0.00185	0	0	0.01187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00025	0.00073	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB2983|o__OFGB2983|f__FGB2983|g__GGB9343	0	0.00926	0.00136	0	0	0	0	0.38804	0.00993	0	0.13464	0	0	0	0	0	0	0.45876	0	0	0	0	0	0	0	0	0.04302	0	0	0.00221	0	0	0	0	0	0.17299	0	0	0	0.01108	0	0	0	0	0	0	0.01234	0	0	0	1.17825	0	0	0	0	0	0	0	0	0	0	0.03686	0	0	0	0	0	0.01455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00075	0	0	0	0	0	0.00466	0.00063	0	0	0	0	0.46119	0	0.1864	0.43618	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25327	0	0	0	0.01486	0	0.00752	0	0	0	0	0.13329	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis|g__GGB2980	0	0.00876	0.00051	0.02528	0	0.08322	0.03575	0.0641	0	0.20299	0.07742	0	0	0	0	0.00166	0.02661	0.16145	0	0.16371	0	0.01611	0.01535	0.09908	0.04007	0	0.03205	0.0042	0	0	0	0	0	0	0	0.01414	0	0.00227	0	0	0	0.0087	0	0.02499	0.00937	0	0	0	0.00574	0	0.04573	0	0.12152	0.03072	0.00369	0.00092	0	0	0	0.03399	0	0.00347	0.05612	0.0094	0.08565	0.12568	0.00907	0.00983	0	0	0.00282	0	0.00124	0.04057	0	0.10105	0	0.00765	0	0	0	0.08764	0.01289	0.15596	0.02505	0	0	0.0069	0	0.00407	0.05692	0	0.07743	0.20385	0	0	0.01242	0.01001	0	6.00E-05	0	0.07377	0.01918	0	0.01682	0.01207	0	0	0	0.08006	0	0.00092	0.0363	0.01059	0.0216	0.02809	0.07604	0.02491	0	0.0135	0	0.06118	0.00057	0.04132	0	0.03991	0	0.00651	0	0	0.13459	0	0.00068	0.02225	0	0	0	0.06492	0.04442	0	0.01234	0.01706	0.00458
k__Bacteria|p__Firmicutes|c__CFGB3043|o__OFGB3043|f__FGB3043|g__GGB9551	0	0.00811	0.02655	0	0	0	0	0	0	0	0.16048	0	0	0	0.03315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07256	0	0	0	0.17773	0	0	0	0	0	0	0.09772	0	0	0	0.11544	0	0	0	0	0	0	0	0	0	0	0.01372	0.01593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07013	0	0	0	0.04891	0.02201	0	0	0	0	0.06115	0	0.08132	0.04253	0	0	0	0	0	0	0.00444	0.0672	0	0	0	0.02819	0	0	0	0	0.02087	0.07444	0	0.01111	0.05809	0	0	0	0	0	0	0.00094	0	0	0	0	0	0	0	0	0.05499
